"","country","iso3","g.whoregion","row.rank","year","drs.record.type","all.areas.covered","area.desc","surv.quality","mdr.new","mdr.ret","mdr.unk","xpert.dr.r.new","xpert.dr.r.ret","rr.new","rr.ret","mdr.dst.rlt","mdr.ds.fq2li","mdr.dr.fq","mdr.dr.2li","xdr","rr.dst.rlt","rr.ds.fq2li","rr.dr.fq","rr.dr.2li","rr.dr.fq.2li","rr.dst.rlt.fq","rr.fqr","rr.fqr.pcnt","rr.fqr.pcnt.lo","rr.fqr.pcnt.hi","rs.hr.dst.rlt.fq","rs.hr.fqr.pcnt","rs.hr.fqr.pcnt.lo","rs.hr.fqr.pcnt.hi"
"372","Lithuania","LTU","EUR",3,2018,"Surveillance",1,NA,"A",88,82,NA,NA,NA,96,92,170,NA,NA,NA,58,188,80,76,90,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Lithuania","LTU","EUR",4,2017,"Surveillance",1,NA,"A",110,138,NA,NA,NA,118,145,248,NA,NA,NA,87,262,112,109,128,87,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Lithuania","LTU","EUR",5,2015,"Surveillance",1,NA,"A",104,134,NA,NA,NA,NA,NA,238,103,98,95,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Lithuania","LTU","EUR",6,2014,"Surveillance",1,NA,"A",128,138,2,NA,NA,NA,NA,232,87,104,101,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Lithuania","LTU","EUR",7,2011,"Surveillance",1,NA,"A",114,180,2,NA,NA,NA,NA,296,171,79,98,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377","Lithuania","LTU","EUR",8,2010,"Surveillance",1,NA,"A",128,181,1,NA,NA,NA,NA,310,197,71,92,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Luxembourg","LUX","EUR",1,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"379","Luxembourg","LUX","EUR",2,2020,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"380","Latvia","LVA","EUR",1,2022,"Surveillance",1,NA,"A",26,3,NA,NA,NA,26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,3,NA,NA,NA,NA,NA,NA,NA
"381","Latvia","LVA","EUR",2,2017,"Surveillance",1,NA,"A",28,17,NA,NA,NA,29,18,45,NA,NA,NA,17,47,14,18,32,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Latvia","LVA","EUR",3,2016,"Surveillance",1,NA,"A",32,21,NA,NA,NA,NA,NA,53,NA,NA,NA,20,53,14,22,37,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Latvia","LVA","EUR",4,2015,"Surveillance",1,NA,"A",36,26,NA,NA,NA,NA,NA,62,20,18,40,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Latvia","LVA","EUR",5,2014,"Surveillance",1,NA,"A",38,32,0,NA,NA,NA,NA,70,27,17,39,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Latvia","LVA","EUR",6,2013,"Surveillance",1,NA,"A",48,27,0,NA,NA,NA,NA,69,18,18,48,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Latvia","LVA","EUR",7,2012,"Surveillance",1,NA,"A",74,32,0,NA,NA,NA,NA,106,41,21,61,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Latvia","LVA","EUR",8,2011,"Surveillance",1,NA,"A",71,24,0,NA,NA,NA,NA,95,40,21,46,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","Latvia","LVA","EUR",9,2010,"Surveillance",1,NA,"A",64,24,0,NA,NA,NA,NA,87,23,24,53,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Latvia","LVA","EUR",10,2009,"Surveillance",1,NA,"A",83,48,0,NA,NA,NA,NA,130,51,21,74,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Latvia","LVA","EUR",11,2008,"Surveillance",1,NA,"A",83,46,NA,NA,NA,NA,NA,128,NA,20,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","China, Macao SAR","MAC","WPR",1,2019,"Surveillance",1,NA,"A",2,0,NA,NA,NA,5,1,2,NA,NA,NA,0,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
"392","China, Macao SAR","MAC","WPR",2,2018,"Surveillance",1,NA,"A",4,3,NA,NA,NA,4,3,7,NA,NA,NA,0,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","China, Macao SAR","MAC","WPR",3,2015,"Surveillance",1,NA,"A",3,3,NA,0,0,NA,NA,6,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","China, Macao SAR","MAC","WPR",4,2014,"Surveillance",1,NA,"A",4,4,0,0,0,NA,NA,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","China, Macao SAR","MAC","WPR",5,2013,"Surveillance",1,NA,"A",5,3,1,0,0,NA,NA,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","China, Macao SAR","MAC","WPR",6,2012,"Surveillance",1,NA,"A",2,6,0,0,0,NA,NA,7,6,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","China, Macao SAR","MAC","WPR",7,2011,"Surveillance",1,NA,"A",4,1,0,0,0,NA,NA,5,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","China, Macao SAR","MAC","WPR",8,2010,"Surveillance",1,NA,"A",4,2,0,NA,NA,NA,NA,6,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","China, Macao SAR","MAC","WPR",9,2009,"Surveillance",1,NA,"A",3,0,0,NA,NA,NA,NA,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","China, Macao SAR","MAC","WPR",10,2008,"Surveillance",1,NA,"A",5,2,0,NA,NA,NA,NA,7,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Republic of Moldova","MDA","EUR",1,2022,"Surveillance",1,NA,"A",188,152,NA,NA,NA,238,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,428,70,NA,NA,NA,NA,NA,NA,NA
"402","Republic of Moldova","MDA","EUR",2,2021,"Surveillance",1,NA,"A",254,200,NA,NA,NA,256,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,124,NA,NA,NA,NA,NA,NA,NA
"403","Republic of Moldova","MDA","EUR",3,2020,"Surveillance",1,NA,"A",166,109,NA,NA,NA,218,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,413,188,NA,NA,NA,NA,NA,NA,NA
"404","Republic of Moldova","MDA","EUR",4,2019,"Surveillance",1,NA,"N",299,142,NA,NA,NA,441,118,441,NA,NA,NA,49,NA,NA,NA,NA,NA,559,121,NA,NA,NA,NA,NA,NA,NA
"405","Republic of Moldova","MDA","EUR",5,2018,"Surveillance",1,NA,"A",309,316,NA,NA,NA,402,359,616,NA,NA,NA,74,658,385,157,196,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Republic of Moldova","MDA","EUR",6,2017,"Surveillance",1,NA,"A",308,178,NA,NA,NA,399,280,475,NA,NA,NA,30,533,383,89,93,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Republic of Moldova","MDA","EUR",7,2016,"Surveillance",1,NA,"A",304,221,NA,77,71,NA,NA,514,NA,NA,NA,42,603,471,108,75,51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Republic of Moldova","MDA","EUR",8,2012,"Surveillance",1,NA,"A",299,581,14,NA,NA,NA,NA,761,478,97,82,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Maldives","MDV","SEA",1,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"410","Maldives","MDV","SEA",2,2019,"Surveillance",1,NA,"N",1,0,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"411","Maldives","MDV","SEA",3,2016,"Surveillance",1,NA,"A",0,0,NA,1,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Marshall Islands","MHL","WPR",1,2022,"Surveillance",1,NA,"A",0,1,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"413","Marshall Islands","MHL","WPR",2,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"414","Marshall Islands","MHL","WPR",3,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"415","Marshall Islands","MHL","WPR",4,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","Marshall Islands","MHL","WPR",5,2014,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Marshall Islands","MHL","WPR",6,2012,"Surveillance",1,NA,"A",3,0,0,0,0,NA,NA,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418","Marshall Islands","MHL","WPR",7,2011,"Surveillance",1,NA,"A",1,0,0,0,0,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419","Marshall Islands","MHL","WPR",8,2010,"Surveillance",1,NA,"A",1,0,0,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","North Macedonia","MKD","EUR",1,2018,"Surveillance",1,NA,"A",2,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","North Macedonia","MKD","EUR",2,2017,"Surveillance",1,NA,"A",0,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Mali","MLI","AFR",1,2019,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,26.1,10.2,48.4,NA,NA,NA,NA
"423","Malta","MLT","EUR",1,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"424","Myanmar","MMR","SEA",1,2018,"Surveillance",1,NA,"A",65,100,NA,NA,NA,2194,1285,165,NA,NA,NA,27,927,815,126,13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Myanmar","MMR","SEA",2,2008,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,93,NA,12,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Montenegro","MNE","EUR",1,2022,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"427","Montenegro","MNE","EUR",2,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"428","Montenegro","MNE","EUR",3,2020,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"429","Montenegro","MNE","EUR",4,2019,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"430","Montenegro","MNE","EUR",5,2018,"Surveillance",1,NA,"A",0,1,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","Montenegro","MNE","EUR",6,2017,"Surveillance",1,NA,"A",0,1,NA,NA,NA,0,1,1,NA,NA,NA,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432","Montenegro","MNE","EUR",7,2016,"Surveillance",1,NA,"A",0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","Montenegro","MNE","EUR",8,2015,"Surveillance",1,NA,"A",0,0,NA,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434","Montenegro","MNE","EUR",9,2014,"Surveillance",1,NA,"A",0,2,0,0,0,NA,NA,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","Montenegro","MNE","EUR",10,2013,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436","Montenegro","MNE","EUR",11,2012,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Montenegro","MNE","EUR",12,2011,"Surveillance",1,NA,"A",1,0,0,0,0,NA,NA,1,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Montenegro","MNE","EUR",13,2010,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Montenegro","MNE","EUR",14,2009,"Surveillance",1,NA,"A",0,1,0,NA,NA,NA,NA,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","Mongolia","MNG","WPR",1,2020,"Surveillance",1,NA,"A",33,18,NA,NA,NA,90,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143,8,NA,NA,NA,NA,NA,NA,NA
"441","Mongolia","MNG","WPR",2,2016,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,105,NA,NA,NA,3,110,99,8,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Northern Mariana Islands","MNP","WPR",1,2022,"Surveillance",1,NA,"A",1,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"443","Northern Mariana Islands","MNP","WPR",2,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"444","Northern Mariana Islands","MNP","WPR",3,2020,"Surveillance",1,NA,"N",2,0,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA
"445","Northern Mariana Islands","MNP","WPR",4,2019,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"446","Northern Mariana Islands","MNP","WPR",5,2018,"Surveillance",1,NA,"N",1,0,NA,NA,NA,1,0,1,NA,NA,NA,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Northern Mariana Islands","MNP","WPR",6,2017,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Northern Mariana Islands","MNP","WPR",7,2016,"Surveillance",1,NA,"A",0,0,NA,0,0,NA,NA,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Northern Mariana Islands","MNP","WPR",8,2012,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Northern Mariana Islands","MNP","WPR",9,2011,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Northern Mariana Islands","MNP","WPR",10,2010,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Northern Mariana Islands","MNP","WPR",11,2009,"Surveillance",1,NA,"A",0,0,0,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Mauritius","MUS","AFR",1,2020,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"454","Mauritius","MUS","AFR",2,2019,"Surveillance",1,NA,"A",0,0,NA,NA,NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA
"455","Mauritius","MUS","AFR",3,2018,"Surveillance",1,NA,"N",1,0,NA,NA,NA,1,2,1,NA,NA,NA,0,3,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","Mauritius","MUS","AFR",4,2017,"Surveillance",1,NA,"A",1,0,NA,NA,NA,2,0,1,NA,NA,NA,0,2,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Mauritius","MUS","AFR",5,2016,"Surveillance",1,NA,"A",2,0,NA,0,0,NA,NA,2,NA,NA,NA,0,3,1,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Mauritius","MUS","AFR",6,2013,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Mauritius","MUS","AFR",7,2012,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","Mauritius","MUS","AFR",8,2011,"Surveillance",1,NA,"A",1,0,0,0,0,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Malawi","MWI","AFR",1,2011,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,31,19,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Malaysia","MYS","WPR",1,2019,"Surveillance",1,NA,"N",68,4,NA,NA,NA,142,27,72,NA,NA,NA,3,NA,NA,NA,NA,NA,155,9,NA,NA,NA,NA,NA,NA,NA
"463","Malaysia","MYS","WPR",2,2014,"Surveillance",1,NA,"A",19,3,82,0,0,NA,NA,93,84,9,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Namibia","NAM","AFR",1,2021,"Surveillance",1,NA,"A",139,12,NA,NA,NA,169,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236,4,NA,NA,NA,NA,NA,NA,NA
"465","Namibia","NAM","AFR",2,2015,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,108,99,5,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","Namibia","NAM","AFR",3,2008,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,100,94,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","New Caledonia","NCL","WPR",1,2021,"Surveillance",1,NA,"A",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"468","New Caledonia","NCL","WPR",2,2014,"Surveillance",1,NA,"A",0,0,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","New Caledonia","NCL","WPR",3,2012,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","New Caledonia","NCL","WPR",4,2011,"Surveillance",1,NA,"A",0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Nigeria","NGA","AFR",1,2022,"Surveillance",1,NA,"N",580,NA,NA,NA,NA,3775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3195,39,NA,NA,NA,NA,NA,NA,NA
"472","Nigeria","NGA","AFR",2,2010,"Survey",1,NA,"A",NA,NA,NA,NA,NA,NA,NA,70,70,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Netherlands (Kingdom of the)","NLD","EUR",1,2022,"Surveillance",1,NA,"A",6,2,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA,NA,NA
"474","Netherlands (Kingdom of the)","NLD","EUR",2,2021,"Surveillance",1,NA,"N",7,1,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA
"475","Netherlands (Kingdom of the)","NLD","EUR",3,2020,"Surveillance",1,NA,"N",3,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
"476","Netherlands (Kingdom of the)","NLD","EUR",4,2019,"Surveillance",1,NA,"A",6,0,NA,NA,NA,7,0,6,NA,NA,NA,1,NA,NA,NA,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA
"477","Netherlands (Kingdom of the)","NLD","EUR",5,2018,"Surveillance",1,NA,"N",3,0,NA,NA,NA,3,0,3,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","Netherlands (Kingdom of the)","NLD","EUR",6,2017,"Surveillance",1,NA,"A",5,1,NA,NA,NA,6,1,5,NA,NA,NA,0,6,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479","Netherlands (Kingdom of the)","NLD","EUR",7,2016,"Surveillance",1,NA,"A",6,2,NA,NA,NA,NA,NA,8,NA,NA,NA,0,10,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Netherlands (Kingdom of the)","NLD","EUR",8,2015,"Surveillance",1,NA,"A",6,3,NA,NA,NA,NA,NA,9,4,2,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Norway","NOR","EUR",1,2022,"Surveillance",1,NA,"N",7,1,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA
"482","Norway","NOR","EUR",2,2021,"Surveillance",1,NA,"A",6,2,NA,NA,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA
"483","Norway","NOR","EUR",3,2020,"Surveillance",1,NA,"A",1,0,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA
"484","Norway","NOR","EUR",4,2018,"Surveillance",1,NA,"A",4,0,NA,NA,NA,6,0,4,NA,NA,NA,0,6,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Norway","NOR","EUR",5,2017,"Surveillance",1,NA,"A",6,0,NA,NA,NA,6,0,6,NA,NA,NA,0,6,5,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","Norway","NOR","EUR",6,2015,"Surveillance",1,NA,"A",4,0,NA,NA,NA,NA,NA,4,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Norway","NOR","EUR",7,2014,"Surveillance",1,NA,"A",5,3,0,NA,NA,NA,NA,8,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Norway","NOR","EUR",8,2013,"Surveillance",1,NA,"A",4,1,0,NA,NA,NA,NA,5,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Norway","NOR","EUR",9,2012,"Surveillance",1,NA,"A",3,2,1,NA,NA,NA,NA,6,5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Norway","NOR","EUR",10,2011,"Surveillance",1,NA,"A",3,0,1,NA,NA,NA,NA,4,3,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Norway","NOR","EUR",11,2010,"Surveillance",1,NA,"A",6,2,0,NA,NA,NA,NA,8,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Norway","NOR","EUR",12,2008,"Surveillance",1,NA,"A",1,2,1,NA,NA,NA,NA,4,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Nauru","NRU","WPR",1,2021,"Surveillance",1,NA,"N",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA
"494","New Zealand","NZL","WPR",1,2014,"Surveillance",1,NA,"A",2,1,0,NA,NA,NA,NA,3,2,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","New Zealand","NZL","WPR",2,2012,"Surveillance",1,NA,"A",2,2,0,NA,NA,NA,NA,4,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","New Zealand","NZL","WPR",3,2011,"Surveillance",1,NA,"A",1,1,0,NA,NA,NA,NA,2,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","New Zealand","NZL","WPR",4,2009,"Surveillance",1,NA,"A",6,1,0,NA,NA,NA,NA,7,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
